N,P,K,temperature,humidity,ph,rainfall,label
24.95,132.12,230.31,15.14,62.32,5.57,52.04,Grapes
80.15,40.84,39.76,26.91,59.28,6.13,74.59,Maize
34.95,70.05,24.64,24.0,47.68,6.54,76.26,Lentil
113.35,83.21,46.05,26.82,78.89,5.59,134.24,Banana
29.3,72.61,28.99,16.89,50.16,6.53,72.42,Lentil
56.26,58.61,42.33,33.17,71.42,6.88,186.81,Papaya
118.66,44.55,61.46,26.03,83.36,6.93,146.35,Sugarcane
107.74,40.79,56.79,27.59,72.73,6.22,67.08,Watermelon
21.78,73.88,23.33,22.86,45.0,6.42,54.02,Lentil
70.36,46.01,51.56,21.38,73.37,6.88,114.75,Tomato
119.25,58.86,72.21,28.35,84.21,6.17,173.59,Sugarcane
106.49,47.92,47.76,28.62,84.99,6.96,157.36,Jute
25.31,64.17,38.89,15.19,59.31,6.15,72.78,Lentil
81.95,46.38,57.74,18.44,63.41,6.08,110.59,Tomato
108.5,42.7,37.74,23.18,79.39,6.17,172.3,Coffee
84.75,41.92,45.12,14.23,53.22,6.64,56.55,Wheat
100.05,41.0,40.7,28.41,68.76,6.84,46.43,Watermelon
87.01,53.8,44.02,28.29,61.93,6.45,70.25,Watermelon
77.54,49.12,33.49,22.24,56.83,6.44,87.53,Maize
43.74,73.1,77.52,29.82,73.31,7.43,72.09,Soybean
69.04,48.93,50.03,25.97,61.77,6.82,130.09,Mango
83.85,78.57,57.39,25.51,92.52,6.29,140.83,Banana
32.27,142.96,232.4,20.83,74.6,6.05,82.05,Grapes
90.79,60.23,58.8,17.56,73.45,5.89,97.59,Potato
83.61,35.85,37.39,22.55,66.21,6.59,77.74,Maize
91.66,52.58,67.11,17.94,77.78,6.44,83.75,Potato
85.83,51.84,40.91,15.96,51.15,6.82,72.08,Wheat
69.82,55.62,56.81,18.24,66.77,6.1,91.89,Onion
105.99,57.81,71.87,26.79,85.78,6.75,108.69,Sugarcane
63.83,56.57,56.59,32.09,63.16,6.84,167.1,Papaya
25.42,142.11,201.28,15.76,65.48,5.8,61.59,Grapes
71.12,42.82,58.35,22.13,61.94,6.96,112.74,Tomato
22.37,68.2,36.8,18.84,51.44,6.59,47.38,Lentil
107.14,61.41,68.91,17.21,71.99,5.98,145.3,Potato
50.21,72.53,98.53,18.13,49.54,7.03,68.91,Chickpea
67.95,40.25,44.17,21.31,66.11,5.65,100.25,Maize
75.79,58.81,44.03,28.1,67.21,6.36,191.47,Papaya
37.85,126.57,213.24,8.72,79.76,6.08,173.26,Apple
26.54,14.16,11.8,25.34,71.3,7.29,111.75,Orange
102.91,50.32,44.84,28.36,72.95,6.45,238.12,Jute
22.21,141.93,205.1,18.97,75.95,5.72,61.46,Grapes
22.54,135.44,230.8,8.24,72.46,5.63,105.17,Apple
86.25,54.32,53.18,24.22,64.44,6.23,66.88,Watermelon
89.17,57.36,49.09,22.64,72.22,6.67,68.38,Tomato
78.24,47.72,59.22,34.05,65.87,6.07,110.08,Papaya
87.33,47.18,56.47,25.39,71.93,6.35,81.75,Tomato
82.95,61.08,69.39,17.62,72.59,6.2,111.82,Potato
80.63,52.08,47.91,16.65,65.62,6.29,52.5,Wheat
118.46,48.54,50.25,25.17,71.02,6.14,64.45,Watermelon
84.05,48.39,40.1,14.61,60.35,6.13,67.53,Wheat
109.52,72.48,52.06,26.72,82.79,5.93,135.57,Banana
92.79,96.04,57.63,27.45,76.67,6.59,131.15,Banana
36.44,137.93,225.89,16.28,73.0,6.97,95.59,Grapes
97.01,30.45,35.37,19.87,72.67,6.26,163.94,Coffee
81.12,38.19,32.73,18.13,62.01,6.38,79.61,Maize
67.35,59.75,47.45,29.58,69.74,6.18,114.32,Papaya
26.21,14.2,16.13,26.43,70.91,6.94,193.53,Orange
98.56,73.56,59.61,26.5,76.34,6.39,173.89,Banana
76.67,47.37,40.09,26.25,67.56,6.76,67.42,Maize
88.24,56.43,59.31,19.72,78.63,5.71,105.08,Potato
35.05,63.17,37.62,23.72,40.58,6.83,45.15,Lentil
117.99,43.89,47.36,24.73,74.83,7.1,106.16,Cotton
27.4,72.97,34.51,17.1,57.69,6.62,57.15,Lentil
81.88,46.88,50.99,28.85,83.46,6.08,245.15,Jute
64.4,59.09,58.52,31.27,62.8,6.22,107.2,Mango
100.73,31.46,42.54,17.28,76.07,6.82,247.89,Coffee
37.18,62.53,31.31,16.42,54.1,6.91,57.38,Lentil
87.31,52.26,42.58,13.37,63.37,7.39,77.84,Wheat
24.06,17.31,19.65,27.14,78.81,6.21,107.12,Orange
20.57,15.88,18.4,15.26,60.98,6.86,181.95,Orange
44.52,72.33,80.81,20.28,49.37,6.22,79.39,Chickpea
27.33,137.03,224.25,18.65,78.09,6.25,73.24,Grapes
80.47,48.59,46.61,24.48,72.49,5.6,290.75,Tea
21.35,135.37,207.17,19.56,62.27,6.11,173.79,Apple
39.75,128.01,223.77,10.71,79.4,6.76,183.83,Apple
128.89,57.32,65.79,24.68,82.39,6.62,142.75,Sugarcane
82.2,53.47,57.83,25.63,81.84,5.94,257.56,Rice
66.4,57.76,59.15,30.94,50.05,6.26,135.48,Mango
28.36,143.22,239.73,16.06,64.66,6.93,97.92,Grapes
147.38,55.34,65.37,25.91,84.43,7.41,188.16,Sugarcane
81.65,41.76,56.93,22.32,62.22,6.82,70.21,Onion
132.48,56.27,52.85,25.12,75.94,7.39,61.43,Cotton
44.62,76.97,72.78,25.8,77.76,6.71,104.79,Soybean
76.9,49.74,48.83,13.47,66.81,6.18,60.75,Wheat
39.33,143.89,213.4,13.56,78.19,5.51,181.07,Apple
51.32,72.31,80.79,20.82,52.98,7.05,65.53,Chickpea
125.86,59.48,56.94,21.21,76.96,7.17,106.82,Cotton
55.11,62.55,86.52,27.82,74.17,6.05,78.19,Soybean
119.69,63.11,60.84,18.83,76.8,6.31,81.16,Potato
71.78,56.36,44.27,30.06,85.22,6.73,154.22,Papaya
30.1,74.96,22.78,17.52,54.64,6.16,54.05,Lentil
94.36,40.91,56.91,31.29,76.41,6.13,79.92,Watermelon
93.41,66.06,50.09,16.67,67.96,6.04,144.39,Potato
29.13,12.02,20.86,29.46,80.44,6.15,169.2,Coconut
24.58,12.57,17.52,22.69,66.42,6.89,199.57,Orange
40.22,68.32,79.63,20.19,65.2,7.14,68.23,Soybean
42.02,76.04,88.3,27.57,76.45,6.32,75.81,Soybean
107.17,39.75,30.81,20.91,76.84,6.72,233.0,Coffee
79.38,51.42,47.12,24.87,62.12,6.24,55.09,Onion
78.8,45.91,43.59,22.23,62.76,6.06,92.0,Maize
75.08,51.54,49.85,16.95,64.45,6.28,51.22,Onion
101.0,41.99,41.33,20.89,66.15,6.13,226.08,Coffee
50.28,46.25,43.49,30.89,67.63,6.26,148.83,Papaya
109.72,44.76,40.43,15.62,67.42,6.92,208.44,Coffee
30.71,72.71,23.93,17.12,40.83,6.32,62.39,Lentil
44.58,41.66,52.84,27.78,72.7,6.23,92.97,Mango
82.9,46.18,34.92,24.56,69.96,6.1,70.52,Maize
27.49,79.01,34.64,20.99,43.12,6.16,42.32,Lentil
23.4,13.35,10.84,29.19,87.1,6.07,224.0,Coconut
110.48,50.75,56.82,24.27,67.34,6.24,57.89,Watermelon
45.24,77.63,87.84,21.96,72.28,6.13,83.49,Soybean
82.5,55.15,44.54,19.99,64.04,6.37,110.82,Tomato
37.25,78.99,22.94,24.27,49.84,6.26,58.37,Lentil
86.76,47.88,42.08,16.2,61.1,7.11,60.99,Wheat
81.72,58.58,48.61,16.19,60.25,6.35,68.74,Onion
27.49,15.65,18.96,27.16,80.05,6.01,225.7,Coconut
54.47,54.06,41.36,25.55,55.36,6.98,85.13,Mango
64.18,51.38,57.36,20.83,64.36,6.37,54.62,Onion
32.15,134.53,234.63,15.32,72.88,6.64,87.97,Grapes
56.93,40.93,54.1,33.5,73.02,6.93,159.03,Papaya
87.7,47.12,43.4,24.85,78.13,7.0,46.56,Watermelon
88.46,46.22,45.47,16.31,69.28,6.77,183.73,Coffee
78.57,40.44,44.81,17.3,52.37,6.43,69.89,Wheat
52.57,71.65,99.74,24.21,48.22,6.56,51.87,Chickpea
107.82,40.22,44.85,27.11,56.93,6.76,113.27,Cotton
92.01,40.62,38.16,17.46,62.63,6.82,249.61,Coffee
66.05,43.27,43.29,23.15,63.3,6.52,67.94,Onion
29.09,18.2,27.76,26.39,75.68,5.93,187.71,Coconut
56.74,61.34,88.85,29.86,61.77,6.44,82.34,Soybean
25.96,11.07,10.17,28.64,65.39,7.23,199.94,Orange
20.09,18.08,13.52,29.24,76.74,6.38,181.57,Coconut
104.21,54.02,61.46,28.22,84.12,6.12,108.48,Sugarcane
102.09,89.83,46.46,28.37,87.35,6.11,119.84,Banana
124.19,57.95,78.16,20.87,88.73,7.24,179.13,Sugarcane
32.43,127.56,210.61,17.53,66.54,6.23,194.11,Apple
58.87,60.84,80.06,25.84,78.4,6.07,94.41,Soybean
89.47,55.61,45.5,25.76,84.24,6.5,164.33,Rice
58.5,63.61,81.36,29.15,60.68,7.05,77.84,Soybean
116.03,54.89,79.42,24.38,87.22,6.85,115.72,Sugarcane
80.15,34.94,44.82,17.85,62.04,6.36,177.04,Coffee
92.9,49.62,52.27,24.05,89.84,6.18,197.02,Jute
22.34,130.46,208.38,19.55,78.17,5.66,86.01,Grapes
30.33,72.19,34.47,15.25,51.41,6.88,40.7,Lentil
64.69,50.71,44.61,22.44,60.56,6.41,63.44,Onion
24.44,15.71,20.54,25.27,82.3,6.74,165.75,Coconut
83.73,43.21,40.97,28.59,82.44,6.51,231.71,Jute
73.24,40.08,35.87,19.9,60.31,5.64,77.34,Maize
55.8,50.76,55.61,26.52,62.05,7.44,123.77,Mango
60.7,45.62,50.85,26.41,84.07,6.07,198.69,Papaya
101.53,35.38,37.37,23.06,73.33,6.79,195.43,Coffee
94.28,62.69,53.73,18.75,70.91,5.7,100.43,Potato
87.9,49.55,46.14,12.53,60.37,6.23,86.87,Wheat
95.36,47.91,48.42,25.37,73.95,6.32,209.35,Jute
118.32,47.96,46.06,21.59,56.85,6.37,89.04,Cotton
85.38,46.28,42.12,23.55,66.79,6.11,200.65,Coffee
25.41,14.58,28.9,29.72,71.3,6.2,174.02,Coconut
29.34,17.66,23.16,30.77,82.95,6.95,221.4,Coconut
98.69,64.1,56.18,16.58,61.21,6.19,119.75,Potato
107.27,99.81,44.65,29.37,84.21,5.56,101.45,Banana
100.6,74.84,41.67,25.13,78.31,6.84,124.15,Banana
118.04,40.77,43.44,15.9,67.61,6.77,220.69,Coffee
87.48,86.26,45.65,27.26,82.03,5.59,198.6,Banana
44.72,74.61,80.81,18.66,40.14,6.23,42.76,Chickpea
117.2,60.9,63.23,19.52,61.97,5.73,129.62,Potato
98.6,95.42,41.25,27.35,76.34,6.96,181.7,Banana
101.38,48.92,56.33,28.97,52.6,6.81,114.79,Cotton
115.6,80.14,47.51,25.66,86.57,5.55,146.56,Banana
79.69,40.88,41.03,15.35,78.95,5.95,206.6,Tea
24.82,17.58,15.64,27.23,88.49,5.58,198.56,Coconut
27.33,16.59,28.63,30.75,81.33,6.49,239.84,Coconut
44.83,70.19,87.6,21.14,59.61,6.53,58.09,Chickpea
87.47,41.13,42.47,17.56,58.19,7.31,64.9,Wheat
86.48,43.06,44.69,18.41,53.6,6.16,94.18,Wheat
110.07,48.99,52.26,24.82,85.13,6.21,246.76,Rice
62.33,58.6,54.14,18.3,57.82,6.74,80.07,Onion
26.86,129.84,215.94,5.29,75.45,5.76,104.39,Apple
35.44,134.46,224.71,19.56,77.88,6.25,92.09,Grapes
108.59,98.13,58.25,31.62,79.89,5.7,130.23,Banana
70.0,50.22,40.94,20.49,77.67,6.06,110.36,Tomato
53.94,67.26,97.59,23.08,42.25,6.61,75.46,Chickpea
89.61,42.02,45.2,25.42,60.57,6.91,40.33,Watermelon
107.51,45.92,42.7,26.28,79.1,6.29,173.36,Jute
96.3,56.55,55.29,24.01,89.56,5.8,166.39,Rice
26.57,62.26,37.4,21.36,43.29,6.43,51.49,Lentil
25.88,68.93,34.54,21.93,59.75,6.23,66.49,Lentil
37.6,137.97,235.97,14.35,62.63,5.96,120.18,Apple
26.9,18.84,14.14,31.43,86.3,6.97,238.03,Coconut
61.41,45.03,47.26,19.47,71.25,6.78,105.72,Maize
104.78,44.55,45.98,26.54,79.35,6.29,246.16,Jute
67.21,48.13,57.32,24.39,69.85,6.96,50.3,Onion
92.94,46.82,53.24,27.74,76.24,6.16,71.6,Watermelon
73.36,40.19,39.02,24.74,73.04,5.57,86.21,Maize
41.64,46.59,49.23,25.64,57.54,5.9,131.94,Mango
114.77,77.13,41.62,29.39,81.73,6.51,103.21,Banana
24.31,74.44,36.21,19.12,54.93,6.4,67.13,Lentil
143.79,56.03,78.87,20.98,75.3,6.74,184.65,Sugarcane
98.31,43.87,48.81,18.32,82.0,5.97,246.32,Tea
36.82,126.0,215.86,10.55,65.7,6.87,175.09,Apple
87.45,49.71,56.6,31.6,72.69,6.35,64.13,Watermelon
79.52,40.4,53.98,27.53,61.21,6.4,193.52,Papaya
29.14,133.22,222.2,17.43,61.04,6.91,59.33,Grapes
21.64,18.04,17.92,16.91,67.97,6.26,125.47,Orange
84.76,56.45,48.12,26.86,79.26,6.97,90.86,Tomato
34.1,129.1,235.79,24.29,79.52,6.91,63.59,Grapes
111.39,51.68,67.43,24.49,80.74,6.31,115.58,Sugarcane
106.23,44.87,56.84,22.88,52.18,7.05,84.15,Cotton
31.22,77.53,28.07,16.34,40.58,6.76,64.81,Lentil
53.28,65.1,72.54,20.59,66.11,6.24,70.44,Soybean
59.68,65.84,85.9,20.48,51.29,6.38,76.61,Chickpea
42.73,49.48,43.87,25.67,66.53,7.32,102.3,Mango
100.31,52.77,69.65,16.25,61.47,6.16,121.68,Potato
68.08,42.74,49.76,26.07,68.86,6.94,81.27,Mango
27.55,11.03,28.05,28.54,86.53,5.98,239.55,Coconut
56.7,79.69,80.51,21.72,65.45,6.03,114.86,Soybean
66.01,44.22,53.77,17.2,58.77,6.78,89.2,Onion
38.03,78.52,20.18,15.75,45.01,6.67,75.53,Lentil
71.68,59.28,58.61,32.62,75.61,6.2,154.52,Papaya
29.36,19.41,11.75,28.12,74.75,6.38,106.73,Orange
27.36,11.52,28.24,31.25,83.08,6.51,150.53,Coconut
46.36,71.08,94.61,18.3,40.22,6.69,45.27,Chickpea
86.81,56.32,58.49,16.55,65.61,6.47,90.74,Potato
118.71,58.79,55.57,18.99,66.53,5.8,96.28,Potato
96.07,52.87,40.87,28.21,80.79,6.86,159.76,Jute
144.42,52.06,76.53,29.84,75.77,7.44,138.95,Sugarcane
83.77,40.25,51.55,30.46,72.4,6.27,151.76,Jute
110.5,44.84,49.66,28.98,61.35,7.12,65.81,Cotton
27.66,76.71,39.34,19.39,47.87,6.85,57.08,Lentil
86.73,43.23,41.2,18.81,53.13,7.46,92.13,Wheat
21.36,19.77,19.64,17.46,65.99,6.15,127.17,Orange
109.87,41.25,31.67,16.67,64.39,6.26,206.54,Coffee
110.07,66.06,60.36,15.7,73.42,6.12,131.96,Potato
23.11,14.5,26.11,26.13,75.86,6.52,181.55,Coconut
38.77,131.34,226.17,15.8,64.85,6.66,76.43,Grapes
112.33,77.9,40.08,28.47,77.0,6.63,127.61,Banana
76.93,47.95,35.12,13.31,72.76,5.79,225.01,Tea
64.66,55.41,53.67,29.46,68.21,7.0,142.62,Papaya
128.22,43.82,51.06,23.28,78.67,6.04,71.98,Cotton
34.1,69.02,22.02,22.08,40.62,6.87,45.55,Lentil
127.88,54.05,47.19,23.64,74.28,7.22,112.02,Cotton
81.47,45.12,46.48,12.55,67.95,6.18,66.39,Wheat
34.27,77.9,30.23,20.32,42.14,6.45,61.3,Lentil
93.4,54.87,43.22,30.54,76.64,6.51,40.26,Watermelon
112.34,49.0,60.44,26.41,78.28,6.41,120.68,Sugarcane
73.6,50.19,46.0,26.51,68.54,6.38,175.63,Papaya
135.44,47.82,76.83,26.77,83.96,6.8,188.52,Sugarcane
29.32,138.09,204.14,8.8,78.38,6.5,101.34,Apple
92.75,53.02,43.56,18.46,77.07,6.25,89.98,Tomato
74.42,31.46,46.25,21.29,85.07,5.57,250.41,Tea
53.21,79.01,94.59,18.36,57.68,7.29,57.73,Chickpea
42.92,65.78,86.2,21.65,53.27,6.57,68.78,Chickpea
73.0,41.35,45.63,12.91,52.78,6.45,64.08,Wheat
48.97,72.52,72.93,21.89,77.19,6.38,82.81,Soybean
46.28,70.76,86.8,29.89,77.79,6.56,71.71,Soybean
115.32,53.18,44.22,30.9,77.72,6.2,69.5,Watermelon
89.4,48.85,43.11,24.17,82.51,6.0,220.69,Rice
117.09,58.64,50.25,26.45,69.19,6.19,65.45,Watermelon
81.05,47.28,59.19,22.0,78.88,6.75,75.93,Tomato
42.46,71.17,76.86,27.29,73.05,7.27,101.55,Soybean
56.9,72.04,89.08,20.86,49.94,6.06,75.71,Chickpea
37.34,139.93,234.31,12.42,62.62,6.54,120.61,Apple
27.26,18.97,27.74,30.46,82.84,5.63,166.16,Coconut
78.77,50.05,58.34,32.07,81.67,6.09,122.0,Papaya
36.92,134.05,216.98,16.57,68.53,6.31,51.13,Grapes
114.35,48.07,54.05,23.9,88.53,5.97,228.55,Rice
68.25,44.59,36.82,26.98,60.27,5.92,106.53,Maize
61.85,43.99,47.43,28.01,68.14,5.73,102.51,Mango
73.29,49.82,53.65,16.02,56.57,6.08,53.67,Onion
107.96,41.54,54.06,29.5,71.36,6.3,220.82,Jute
45.57,78.86,87.68,20.84,70.33,6.34,84.65,Soybean
96.94,40.3,33.41,20.97,77.05,6.26,199.15,Coffee
43.47,66.82,88.17,20.44,55.27,6.15,54.05,Chickpea
77.9,51.12,48.23,26.53,63.16,6.97,73.84,Tomato
80.4,56.22,42.18,17.51,67.89,6.72,81.98,Onion
118.38,52.57,51.15,27.68,58.39,6.85,65.29,Cotton
81.94,53.92,49.29,14.74,60.55,6.32,99.78,Wheat
94.23,44.93,41.27,19.19,81.47,6.63,75.19,Tomato
61.6,49.06,40.6,23.53,64.65,5.64,98.4,Maize
76.85,59.44,57.19,26.1,88.42,6.42,100.93,Papaya
25.77,15.64,15.0,16.04,61.8,6.9,134.1,Orange
81.58,49.33,43.94,11.25,87.26,5.22,160.31,Tea
22.69,11.99,25.67,31.36,77.4,6.63,239.7,Coconut
119.7,68.54,60.8,19.21,70.42,6.12,86.24,Potato
97.38,42.21,40.93,13.75,76.87,5.78,233.88,Tea
108.79,56.68,47.9,28.51,64.55,6.62,40.49,Watermelon
41.12,62.42,98.6,21.86,55.93,6.5,63.71,Chickpea
103.43,99.28,50.65,31.34,76.66,5.79,144.08,Banana
32.28,135.21,217.35,20.93,64.67,6.91,79.44,Grapes
98.16,46.02,45.43,23.28,70.66,6.1,208.87,Coffee
96.83,56.66,40.38,20.79,89.91,5.92,296.33,Rice
83.8,42.14,33.77,22.07,89.35,4.9,224.22,Tea
140.18,59.91,65.05,24.37,80.4,6.44,101.53,Sugarcane
39.98,72.16,28.09,17.25,45.14,6.48,54.69,Lentil
104.8,86.0,57.88,30.52,78.03,5.97,124.85,Banana
84.09,43.76,48.14,30.39,70.73,6.98,195.49,Jute
71.24,43.25,31.01,21.84,71.65,6.71,71.22,Maize
73.9,52.24,48.03,15.89,55.97,6.96,64.41,Wheat
114.76,54.67,77.43,21.93,71.95,7.35,134.99,Sugarcane
73.19,46.53,44.02,16.61,61.67,7.12,75.49,Wheat
45.33,74.32,77.89,26.77,69.52,7.49,103.73,Soybean
25.79,19.11,15.54,17.62,67.57,7.26,164.42,Orange
53.99,68.24,82.77,22.66,50.49,6.96,53.52,Chickpea
71.49,35.37,43.08,18.0,88.88,5.09,254.08,Tea
103.63,53.34,45.67,26.76,68.23,6.23,72.4,Cotton
74.35,43.55,57.25,21.53,60.11,6.27,95.86,Tomato
21.56,19.6,10.38,29.66,60.09,7.31,130.73,Orange
21.36,11.46,16.97,24.64,75.65,7.41,169.19,Orange
33.98,69.12,30.62,16.46,42.8,6.58,79.4,Lentil
20.17,129.33,233.09,21.71,77.89,5.59,79.85,Grapes
82.34,51.21,41.69,26.33,89.07,6.55,288.93,Rice
74.4,43.19,55.8,23.55,61.12,6.62,78.54,Tomato
106.23,62.83,54.19,15.15,68.67,6.07,141.36,Potato
65.11,52.92,59.46,25.56,77.22,6.86,148.14,Papaya
107.32,68.65,61.51,15.63,71.63,6.27,108.45,Potato
85.74,45.0,38.71,26.58,69.38,6.9,86.38,Maize
64.42,53.7,42.21,26.31,57.75,6.0,111.2,Mango
144.35,52.92,65.72,28.16,87.23,7.27,191.89,Sugarcane
84.06,38.3,35.47,10.85,87.29,5.72,299.96,Tea
108.96,33.72,48.19,22.45,63.27,6.87,177.22,Coffee
57.68,52.27,52.75,25.94,67.85,5.68,85.94,Mango
98.74,40.59,34.84,17.51,83.59,4.61,191.21,Tea
66.39,40.62,53.03,18.69,67.29,6.47,98.41,Onion
86.43,59.57,43.17,23.41,83.64,6.46,169.36,Rice
81.2,55.21,50.46,24.24,66.5,6.84,83.65,Onion
27.03,128.34,201.34,10.79,78.07,5.86,120.65,Apple
65.76,44.8,31.07,20.82,57.99,6.37,93.09,Maize
44.35,66.68,99.2,21.64,48.01,6.78,71.16,Chickpea
119.44,44.81,61.9,23.15,71.93,6.27,198.73,Sugarcane
57.75,67.02,72.34,21.43,75.23,6.93,66.07,Soybean
72.69,42.76,37.4,24.67,70.68,6.64,96.13,Maize
85.07,33.57,39.86,15.74,63.92,6.94,247.65,Coffee
32.66,126.0,224.35,7.29,76.61,6.03,128.16,Apple
88.67,40.36,43.92,15.08,62.95,6.9,62.17,Onion
117.61,42.95,46.56,24.91,52.66,6.33,95.89,Cotton
51.5,77.8,83.02,24.75,77.09,6.71,112.12,Soybean
22.65,16.88,25.85,27.15,70.72,6.9,184.52,Coconut
95.53,36.34,33.39,18.35,88.72,5.54,235.51,Tea
93.37,54.5,41.19,23.23,63.25,6.97,108.68,Tomato
74.12,59.05,46.58,23.96,78.8,6.81,116.74,Tomato
42.17,75.83,73.42,20.37,63.71,7.15,84.31,Soybean
38.34,134.36,211.0,16.42,60.07,6.3,55.36,Grapes
99.04,58.29,43.34,19.09,62.14,6.91,71.62,Tomato
33.97,130.14,222.56,20.33,62.76,6.39,65.74,Grapes
37.5,66.94,31.24,19.33,49.18,6.97,51.85,Lentil
44.18,62.61,84.07,23.38,48.51,6.85,40.84,Chickpea
100.41,41.08,40.46,26.06,79.25,6.87,222.72,Jute
100.61,55.49,51.24,28.42,62.29,6.13,61.18,Watermelon
147.64,46.53,67.09,25.06,88.82,7.31,110.26,Sugarcane
24.34,12.78,27.4,29.23,82.28,6.3,159.19,Coconut
80.01,97.45,56.88,30.2,78.36,5.68,106.76,Banana
22.83,12.79,18.1,31.99,71.1,6.37,158.26,Coconut
37.45,135.49,200.89,22.17,62.2,6.68,58.41,Grapes
101.83,43.73,74.94,23.25,83.36,7.08,158.12,Sugarcane
28.44,12.62,14.22,15.6,68.98,6.87,157.09,Orange
79.95,43.63,42.41,26.44,79.83,6.66,184.79,Papaya
113.23,50.28,71.46,29.26,82.91,6.62,193.04,Sugarcane
82.07,54.11,47.6,27.28,86.22,6.84,183.22,Jute
109.89,56.23,56.12,19.19,61.45,6.38,97.97,Potato
42.8,66.97,77.79,25.11,78.58,7.31,68.07,Soybean
27.05,10.99,28.18,26.51,74.09,5.77,151.4,Coconut
118.77,52.54,62.92,28.23,74.7,6.98,140.52,Sugarcane
57.6,64.28,99.44,19.0,42.02,6.17,62.93,Chickpea
22.49,142.5,238.84,16.77,74.44,5.56,70.27,Grapes
134.83,58.45,74.14,21.53,81.53,6.91,142.41,Sugarcane
59.09,46.51,54.25,33.17,65.45,6.37,190.19,Papaya
22.26,16.14,10.28,28.98,70.46,6.06,134.25,Orange
24.5,17.44,14.67,18.42,63.99,6.64,175.55,Orange
92.64,64.58,67.49,19.69,76.1,6.35,118.54,Potato
93.99,42.85,50.53,28.45,77.17,6.91,152.09,Jute
20.27,14.66,11.15,26.3,81.21,6.8,238.28,Coconut
99.38,62.37,57.38,17.31,74.95,5.54,97.67,Potato
33.69,129.24,209.56,17.81,68.22,5.85,50.98,Grapes
86.87,47.99,47.81,20.43,55.7,5.89,73.94,Maize
63.71,48.0,51.86,29.91,69.1,6.56,166.95,Papaya
22.58,65.96,35.6,19.72,44.55,6.17,53.31,Lentil
47.1,61.04,80.63,20.96,41.69,6.91,75.24,Chickpea
85.14,50.01,49.14,29.15,71.76,6.89,188.93,Jute
60.08,45.81,50.82,25.24,62.39,6.42,194.29,Papaya
53.59,48.33,41.46,25.99,72.48,6.31,192.55,Papaya
20.74,13.58,12.32,31.04,82.47,6.0,156.36,Coconut
84.21,49.19,50.93,19.33,50.88,6.17,72.28,Onion
121.84,54.59,75.31,21.59,82.2,6.2,175.14,Sugarcane
125.67,54.34,51.65,22.29,63.36,6.53,89.74,Cotton
58.28,67.37,87.47,20.68,56.73,6.98,64.57,Chickpea
94.59,46.94,51.78,30.57,81.09,6.18,196.78,Jute
103.54,51.14,53.12,27.98,60.64,6.61,68.65,Watermelon
46.81,47.79,52.13,30.04,72.54,7.33,132.13,Mango
95.1,56.29,52.9,21.29,67.6,6.01,110.02,Tomato
46.09,60.71,88.71,25.86,65.96,6.22,109.77,Soybean
135.55,44.8,45.6,21.48,73.87,6.63,73.75,Cotton
111.86,54.79,52.91,21.09,85.47,5.63,206.6,Rice
93.13,52.84,42.51,26.12,78.91,6.71,187.59,Jute
98.13,44.73,39.16,18.54,83.85,5.39,281.8,Tea
115.7,44.54,51.07,29.15,63.37,6.98,59.53,Watermelon
47.87,70.89,73.2,26.91,63.35,6.47,90.2,Soybean
94.75,65.39,66.22,17.0,78.94,5.91,134.03,Potato
60.3,49.06,42.55,20.9,59.93,5.51,71.77,Maize
101.48,51.86,51.6,24.73,77.55,6.27,45.18,Watermelon
100.04,69.63,51.95,16.52,72.76,5.85,144.99,Potato
29.81,15.18,28.55,27.85,89.98,6.37,154.23,Coconut
20.24,79.13,34.75,18.53,45.93,6.35,70.99,Lentil
53.37,73.57,87.24,22.16,40.2,6.95,76.53,Chickpea
27.77,135.06,230.75,18.16,62.08,6.08,177.61,Apple
100.94,48.6,57.5,23.71,52.84,7.14,96.36,Cotton
65.49,47.39,35.71,26.34,74.4,6.36,67.15,Maize
34.51,129.6,200.04,22.15,63.42,5.66,61.88,Grapes
21.34,60.56,24.89,23.81,48.32,6.72,76.73,Lentil
103.06,46.84,56.2,25.91,64.49,6.5,50.43,Watermelon
88.15,36.7,44.1,25.66,74.09,5.82,85.2,Maize
100.62,51.66,45.06,25.05,78.73,6.6,110.39,Cotton
44.34,79.68,96.83,23.52,46.6,6.8,45.48,Chickpea
73.09,46.59,45.1,14.07,56.33,6.13,65.16,Wheat
88.8,57.77,67.31,18.62,68.08,5.71,104.92,Potato
45.07,64.56,80.23,18.91,46.19,6.18,79.43,Chickpea
79.64,53.29,53.62,25.38,78.17,6.48,110.58,Papaya
21.98,10.09,22.55,27.21,89.46,5.79,184.58,Coconut
117.2,51.94,59.99,27.93,61.94,7.24,70.24,Cotton
99.57,34.84,43.44,21.42,74.75,5.59,205.17,Tea
82.85,40.8,40.23,22.43,66.55,6.8,109.04,Maize
69.4,41.94,37.8,25.77,73.59,5.96,103.2,Maize
54.04,74.42,84.57,20.0,79.08,7.22,114.24,Soybean
36.63,142.92,216.58,5.27,77.24,5.76,162.19,Apple
87.16,53.76,41.17,27.42,80.65,6.9,249.77,Jute
28.22,18.58,28.33,28.02,76.38,6.37,187.12,Coconut
92.14,41.03,51.76,26.29,78.66,6.69,183.25,Jute
106.27,91.26,40.17,26.52,88.23,6.23,100.53,Banana
